geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,label
ACPT,1.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,74.0,71.0,1281.0,0.222222222,0.0,0.037037037,0.592592593,0.0,1.0,0.148148148,0.0,0.909569536,0.953763302,0.431333333,0.0,2.285714286,3.0,0.58719906,1.0,0.506072874,0.850746255,19.31506596,593.0,0.02672805,0.0,0.0,1.6943334,1.2898719,6.701818,1.5650429,-3.5875343,0.46631037,0.163623037,73.4285759,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.5,5.25,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.75,4.25,5.75,3.0,3.5,0.0,0.5,0.0,1.0,0.5,4.5,5.75,0.0,0.0,2.0,16.60603002,34.86341111,0.6558469843034739,4.649038946565008,0.0
ABCA12,35.0,10.0,0.0,0.0,614.0,60.0,0.0,0.0,28.0,0.0,36.0,10.0,701.0,498.0,7788.0,0.235294118,0.054621849,0.025210084,0.668067227,0.0,1.0,0.016806723,0.0,0.936775454,0.726217141,0.436432773,0.0,2.789473684,3.192982456,0.238435861,1.0,0.32,0.684618971,19.00679805,857.0,0.00933096,0.0,0.0,0.25584416,1.1419687,3.4486987,0.52080173,-6.1429773,1.7754698,0.054151754,17.69473854,11.4,14.2,18.2,8.0,13.2,8.2,20.0,13.8,81.6,17.8,30.6,6.8,6.0,3.6,10.6,10.2,10.0,27.8,11.0,29.2,74.2,23.4,7.4,6.4,10.4,2.4,18.2,12.8,45.6,9.0,7.2,58.0,18.58113636,56.3323608,5.406890844130238,12.989162037928256,0.0
NPR3,3.0,1.0,1.0,0.0,104.0,7.0,0.0,0.0,3.0,0.0,4.0,1.0,114.0,112.0,1626.0,0.285714286,0.053571429,0.035714286,0.607142857,0.0,1.0,0.0,0.017857143,0.958151465,0.63044838,0.452910714,0.0,2.0,2.352941176,0.2034588,1.0,0.486854917,0.837287786,18.8637368,487.0,-0.01547765,2.07e-06,3.0,7.522114,5.3358223,12.834424,6.547305,-4.15,0.7187182,0.02612679,1.880292924,2.4,1.2,1.6,2.0,1.6,2.2,9.2,1.8,14.4,2.8,5.6,1.8,0.4,3.6,0.6,2.8,4.0,6.6,2.2,9.8,9.4,9.2,0.0,0.6,0.6,1.0,3.0,4.6,9.8,2.2,0.8,8.0,23.0045,126.7117215,4.962452344460685,12.10214689907546,0.0
ZNF226,11.0,4.0,2.0,0.0,125.0,16.0,0.0,0.0,2.0,0.0,13.0,4.0,143.0,147.0,2412.0,0.2,0.04,0.0,0.66,0.0,1.0,0.1,0.0,0.923274145,0.884627559,0.37742,0.0,3.0,3.636363636,0.972762646,1.0,0.095684623,0.320227506,19.08209237,634.0,-0.02751797,6.35e-08,2.0,1.475627,1.3621153,5.9214044,1.4711613,-4.474361,0.60298103,0.054151754,17.69473854,6.5,2.5,1.5,2.0,5.5,2.25,2.5,4.5,19.0,3.25,6.25,2.75,1.0,0.5,1.25,2.5,2.0,7.25,3.0,1.5,9.0,1.0,1.0,3.75,1.0,1.25,3.5,7.0,8.5,2.25,0.0,16.0,26.9,0.0,5.770026049541951,10.116881815047874,0.0
PET117,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,246.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.288043771,0.9,0.0,1.0,1.0,1.0,1.0,0.099206349,0.328427903,19.57685871,479.0,-0.005686501,0.0,1.0,-1.705,0.07340343,0.145,4.5e-06,-2.3216667,0.08451056,0.054151754,17.69473854,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.60603002,34.86341111,5.534066538714128,11.633458723377652,0.0
TEP1,22.0,4.0,0.0,0.0,368.0,19.0,0.0,0.0,21.0,0.0,22.0,4.0,408.0,340.0,7884.0,0.245398773,0.049079755,0.036809816,0.644171779,0.0,1.0,0.024539877,0.0,0.927320465,1.04909246,0.35004908,0.0,2.56097561,3.0,0.161082474,1.0,0.617665225,0.915261689,18.66570301,401.0,-0.006603303,0.00031559,12.0,-0.66899643,1.6088232,3.98636,0.8569865,-8.146215,1.9127816,0.014380358,0.568951775,2.0,3.4,4.2,1.4,5.8,12.6,15.0,5.4,29.0,12.4,28.8,1.6,2.4,5.4,1.6,6.0,11.4,23.2,18.8,29.8,17.2,22.4,2.4,2.8,5.8,3.4,7.8,19.8,26.0,3.0,1.2,18.6,18.40666667,21.81603333,6.683974197786137,12.18151760958046,0.0
AOX1,8.0,2.0,1.0,0.0,261.0,15.0,0.0,0.0,12.0,0.0,10.0,2.0,287.0,247.0,4017.0,0.231481481,0.027777778,0.018518519,0.703703704,0.027777778,0.98998639,0.018518519,0.0,0.958320478,1.057581824,0.36762963,0.0,2.923076923,3.192307692,0.921658986,0.473260767,0.494557501,0.573948981,19.12581249,160.0,0.02333292,1.11e-06,5.0,1.1728696,1.0518338,4.0043622,0.9119136,-4.8924044,0.8156327,0.027563887,2.093121539,4.6,2.8,3.0,6.8,5.2,4.4,10.0,4.6,33.4,7.6,12.0,4.0,1.8,4.2,2.4,5.4,4.0,22.4,8.6,7.6,15.2,12.6,0.4,1.6,2.2,3.0,3.0,5.4,21.8,2.4,1.2,20.6,10.92072222,9.366487056,7.25018684011906,17.651405690993087,0.0
ADSS,4.0,3.0,0.0,0.0,58.0,9.0,0.0,0.0,2.0,0.0,5.0,3.0,68.0,72.0,1371.0,0.3,0.05,0.05,0.55,0.0,1.0,0.05,0.0,0.944991131,0.481894895,0.5088,0.0,1.571428571,2.0,0.326797386,1.0,0.710732054,0.953418463,19.43763871,534.0,0.002229515,4.51e-05,40.0,8.19,3.7147604,12.656952,4.152055,-3.53575,0.6964898,0.054151754,17.69473854,2.0,1.75,0.5,1.25,1.0,2.75,3.0,0.5,5.25,0.75,0.5,1.75,0.5,1.0,0.75,0.5,0.0,4.25,0.0,0.75,6.5,2.5,0.0,0.0,1.0,0.0,2.0,0.25,3.25,0.0,1.25,4.75,16.60603002,34.86341111,7.268859772210741,13.102287895233513,0.0
KBTBD4,14.0,0.0,1.0,0.0,73.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,76.0,86.0,1605.0,0.212121212,0.03030303,0.0,0.606060606,0.0,1.0,0.151515152,0.0,0.882799542,0.432189883,0.604484848,0.0,2.5,3.25,0.911577028,1.0,0.151354624,0.437131783,19.92527133,214.0,0.03066107,3.39e-07,4.0,-0.12613637,0.9473332,3.4682076,0.58238283,-5.569,1.0174104,0.054151754,17.69473854,1.0,0.0,1.0,0.0,1.333333333,0.666666667,0.666666667,0.666666667,3.833333333,2.166666667,1.333333333,1.333333333,0.833333333,0.333333333,0.333333333,0.666666667,1.5,0.0,1.166666667,3.0,3.166666667,1.5,0.0,2.333333333,0.333333333,0.666666667,2.833333333,3.5,3.0,0.0,1.0,2.5,25.2,0.0,5.870573513783658,10.201962432877709,0.0
DCAF5,2.0,0.0,2.0,0.0,125.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,135.0,131.0,2829.0,0.163265306,0.081632653,0.0,0.755102041,0.0,1.0,0.0,0.0,0.970921862,0.855414552,0.36877551,0.0,4.111111111,4.555555556,0.374953131,1.0,0.836820084,0.985896389,19.37589172,289.0,0.03265949,3.47e-05,24.0,-2.0224907,1.930532,3.2145783,0.6019387,-10.462815,2.9329197,0.054151754,17.69473854,1.4,2.0,0.8,1.4,1.8,1.6,3.6,2.0,7.2,2.8,6.8,1.6,0.4,2.4,1.0,0.8,2.6,5.6,4.6,6.4,6.4,5.6,0.6,0.0,0.8,0.8,2.2,4.4,5.2,0.6,0.0,3.0,24.4,0.0,7.255084039371509,12.523939344084036,0.0
TMEM40,1.0,1.0,0.0,0.0,33.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,41.0,37.0,702.0,0.473684211,0.052631579,0.052631579,0.263157895,0.0,1.0,0.0,0.157894737,0.91630733,1.248973988,0.354842105,0.0,0.5,1.0,0.613873542,1.0,0.974658869,0.999676166,18.89508264,176.0,0.03543514,0.0,0.0,4.3683723,1.7402176,7.649492,2.0307666,-2.8014814,0.38086195,0.054151754,17.69473854,0.75,2.25,0.0,0.0,0.75,2.0,4.25,0.0,7.5,0.0,2.5,0.0,0.75,0.0,0.0,0.0,0.5,2.0,2.0,1.5,0.5,0.0,0.0,1.75,0.75,0.75,1.0,0.0,6.25,0.0,0.5,3.5,16.60603002,34.86341111,4.982597848072258,12.253534881190369,0.0
INVS,10.0,7.0,1.0,0.0,141.0,16.0,0.0,0.0,1.0,0.0,11.0,7.0,158.0,154.0,3198.0,0.130434783,0.043478261,0.02173913,0.782608696,0.0,1.0,0.02173913,0.0,0.968514331,0.919463372,0.383326087,0.0,5.142857143,5.714285714,0.589622642,1.0,0.40192926,0.768279411,17.9129969,735.0,0.01857837,7.59e-07,6.0,-1.1424025,1.8048435,3.4509864,0.6394605,-10.454454,2.8881723,0.008645691,0.205680871,0.75,2.75,2.5,1.25,3.0,0.0,5.75,5.75,22.5,6.0,13.0,0.75,0.75,3.75,2.25,2.75,6.0,8.25,7.5,7.0,14.0,10.5,0.0,5.25,0.0,3.75,6.0,6.0,8.75,2.25,1.5,4.25,14.9825,303.4416125,5.477749993070918,9.092489065846618,0.0
EYA2,1.0,1.0,1.0,0.0,122.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,129.0,122.0,1617.0,0.31372549,0.0,0.039215686,0.607843137,0.0,1.0,0.019607843,0.019607843,0.983563805,0.659435092,0.42645098,0.0,1.823529412,2.058823529,0.835421888,1.0,0.540248514,0.872893589,18.22355962,522.0,0.03582794,1e-05,7.0,6.732319,3.0554604,10.3137694,3.3651397,-2.7684722,1.0093531,0.023542326,1.525692031,1.2,1.2,0.4,2.2,0.4,0.4,8.4,1.6,7.4,3.0,3.8,0.6,1.0,0.4,0.6,1.0,1.8,5.4,8.4,6.2,6.4,7.2,0.8,0.6,0.4,1.0,2.0,2.0,10.4,2.0,0.8,8.4,31.0,0.0,6.469473882640834,14.361454008685143,0.0
MRPL9,2.0,0.0,0.0,0.0,27.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,31.0,31.0,804.0,0.238095238,0.047619048,0.0,0.523809524,0.0,1.0,0.142857143,0.0,0.852451894,0.746397698,0.490809524,0.047619048,1.833333333,2.666666667,0.725163162,1.0,0.246487552,0.591679513,20.01900697,255.0,0.02914234,4.24e-05,50.0,4.5943104,3.5457533,9.857273,5.5835523,-2.3528,0.092836295,0.006175413,0.104951214,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,4.75,2.25,1.25,0.5,0.25,0.0,0.0,0.0,1.0,0.5,1.75,1.75,1.5,1.0,0.25,0.5,0.5,1.0,0.0,1.0,1.5,0.5,0.5,2.5,16.60603002,34.86341111,7.040058564635667,12.470240366753002,0.0
KCNB1,10.0,5.0,0.0,0.0,220.0,18.0,0.0,0.0,2.0,0.0,11.0,5.0,239.0,222.0,2577.0,0.269230769,0.028846154,0.0,0.673076923,0.028846154,0.988917633,0.028846154,0.0,0.959439139,0.623125789,0.397115385,0.0,2.413793103,2.620689655,0.772797527,0.896787423,0.683526999,0.912985717,19.93568879,392.0,0.0536172,0.000496692,16.0,6.3325904,2.6141863,9.260055,3.186739,-1.7844697,0.13552739,0.115577379,36.75234575,1.333333333,1.333333333,2.666666667,0.0,0.666666667,2.0,7.333333333,1.0,13.33333333,2.666666667,6.0,0.333333333,0.666666667,3.0,0.333333333,1.0,0.333333333,8.0,6.666666667,5.666666667,17.0,12.66666667,0.333333333,1.0,1.333333333,2.0,2.0,3.333333333,13.0,2.0,0.333333333,4.0,21.459875,216.7589921,3.65382636989495,9.352264631100914,0.0
CLEC10A,0.0,0.0,0.0,0.0,49.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,58.0,53.0,951.0,0.318181818,0.045454545,0.045454545,0.590909091,0.0,1.0,0.0,0.0,0.959228396,1.223296811,0.2785,0.0,1.625,1.875,0.483792937,1.0,0.46641791,0.822142371,20.69396161,360.0,0.02395208,0.0,1.0,-5.865965,2.8825471,1.6098438,0.15028119,-15.435,4.7899745,0.107326157,31.69888344,1.4,0.6,0.4,0.2,0.8,1.2,4.6,0.0,5.0,4.2,3.8,0.0,0.0,0.6,0.0,0.0,2.6,5.6,6.2,5.2,4.8,3.4,0.0,0.4,0.0,0.2,1.8,2.0,7.4,1.0,0.0,5.6,16.60603002,34.86341111,4.653395779494186,10.258425290577668,0.0
RAB44,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3066.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.603334661,0.321,0.0,1.0,1.0,1.0,1.0,0.053239632,0.209388926,19.31298702,442.7397812,0.020143467,0.0,0.0,0.8287501,0.02711927,1.4420001,0.034859704,-0.19333333,0.000126333,0.054151754,17.69473854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,0.666666667,0.0,0.0,0.0,16.60603002,34.86341111,5.534066538714128,11.633458723377652,0.0
PCBP2,5.0,4.0,0.0,0.0,43.0,5.0,0.0,0.0,4.0,1.0,6.0,4.0,52.0,60.0,1101.0,0.3,0.1,0.0,0.5,0.0,1.0,0.1,0.0,0.907448715,0.328108631,0.57275,0.0,1.428571429,2.0,0.558971492,1.0,0.340831629,0.707691438,20.70744676,191.0,0.05616089,0.000289152,90.0,0.18385246,1.869333,4.451519,1.2495015,-7.656744,2.0929927,0.011167422,0.34317562,0.2,0.0,0.6,0.8,0.8,2.6,5.4,1.4,7.4,1.0,4.0,1.0,1.0,0.6,1.6,0.0,1.6,3.8,3.8,6.4,1.6,3.0,1.8,0.6,0.0,1.0,0.2,1.6,4.4,0.6,1.8,7.6,22.27,11.8098,9.253112742442516,16.3824495887119,0.0
DAPP1,6.0,1.0,0.0,0.0,53.0,5.0,0.0,0.0,1.0,0.0,6.0,1.0,59.0,60.0,843.0,0.368421053,0.0,0.052631579,0.473684211,0.0,1.0,0.105263158,0.0,0.941087216,0.267481779,0.470578947,0.0,1.125,1.5,0.722021661,1.0,0.68540096,0.944312042,17.64520316,693.0,0.01892441,5.3e-07,5.0,-1.4386992,0.8247939,2.1949295,0.3707823,-6.4,1.02933785,0.118900753,38.90412644,0.4,1.2,0.4,1.8,0.8,0.4,2.6,0.6,8.2,2.4,0.4,0.0,0.4,0.8,0.8,0.8,0.0,1.2,1.6,0.6,2.2,0.8,0.0,1.2,0.0,0.0,0.8,2.2,2.2,0.4,0.0,3.8,32.0,0.0,5.39388092332569,11.348661721824962,0.0
SLC5A4,1.0,0.0,0.0,0.0,117.0,9.0,0.0,0.0,4.0,1.0,1.0,0.0,131.0,124.0,1980.0,0.283333333,0.1,0.016666667,0.6,0.0,1.0,0.0,0.0,0.933265836,1.070222476,0.40175,0.0,2.0,2.388888889,0.103071532,1.0,0.818330606,0.982396776,18.92805971,580.0,-0.03429762,0.0,0.0,-1.4639163,2.165547,4.62078,1.1997785,-8.496229,2.3708096,0.169939463,79.46151576,0.0,1.6,1.0,1.0,1.0,1.6,4.4,1.2,5.2,4.0,3.6,0.4,1.2,0.8,0.0,1.2,2.0,6.8,2.4,6.2,6.4,7.4,0.8,0.2,0.4,2.8,1.4,1.6,4.6,1.2,0.0,5.8,16.60603002,34.86341111,2.870759007985091,10.068769050363017,0.0
ZNF69,2.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,22.0,23.0,450.0,0.333333333,0.0,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,1.526643398,0.295666667,0.0,1.0,1.0,1.0,1.0,0.025134469,0.117717667,19.47682233,633.0,-0.001455894,1.08e-07,2.0,3.3602275,2.277695,8.630909,4.0272336,-1.9104546,0.054559094,0.054151754,17.69473854,1.2,0.4,0.0,0.0,0.0,1.2,0.0,0.0,2.4,0.8,2.0,0.4,0.0,0.8,0.0,0.4,0.8,0.0,0.8,0.4,0.4,0.2,0.0,0.0,0.4,0.4,0.2,0.4,1.4,0.4,0.0,2.0,16.60603002,34.86341111,4.461928321305526,8.800498468250463,0.0
CARD11,22.0,2.0,3.0,0.0,336.0,17.0,0.0,0.0,9.0,0.0,26.0,2.0,360.0,332.0,3465.0,0.275641026,0.012820513,0.012820513,0.692307692,0.025641026,0.989034003,0.006410256,0.0,0.968667903,0.706444263,0.35874359,0.0,2.454545455,2.568181818,0.979431929,0.942307692,0.198255353,0.500226923,19.27730511,558.0,0.02412943,1.3e-05,21.0,6.3617125,3.7278187,10.56627,3.830689,-5.0771568,1.6671978,0.106196731,31.02768998,0.6,3.2,2.0,0.0,4.2,3.6,15.0,0.8,15.0,13.0,17.0,0.0,3.4,7.4,0.6,1.8,6.8,10.0,9.4,21.6,33.4,38.6,0.8,2.0,1.2,4.0,6.8,8.8,23.8,1.4,1.2,17.6,12.794,137.973028,6.055577859371192,13.28781511393813,0.0
ETV4,3.0,1.0,0.0,0.0,55.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,60.0,59.0,1455.0,0.35,0.1,0.05,0.5,0.0,1.0,0.0,0.0,0.944991131,0.777309738,0.38715,0.0,1.25,1.625,0.099710839,1.0,0.679347826,0.941998655,20.06042943,148.0,0.02130996,2.04e-05,11.0,0.4491935,1.4131718,4.303333,0.81400145,-5.4500002,1.778979,0.01246111,0.427291605,1.6,0.0,0.0,0.0,1.2,2.0,3.6,0.6,2.8,3.2,4.4,0.0,1.6,1.6,0.2,0.8,0.6,1.6,3.8,7.4,7.2,7.4,0.0,0.8,0.0,0.8,1.2,3.0,2.4,0.2,0.0,4.2,8.598,0.0,6.771782749249301,15.604501894368386,0.0
ITGB8,8.0,9.0,1.0,0.0,141.0,9.0,0.0,0.0,5.0,0.0,9.0,9.0,155.0,156.0,2310.0,0.280701754,0.035087719,0.035087719,0.631578947,0.0,1.0,0.01754386,0.0,0.965081134,0.896901484,0.356894737,0.0,2.117647059,2.411764706,0.762195122,1.0,0.886524823,0.993303327,17.66458895,550.0,0.02968698,4.66e-06,7.0,4.2156965,2.3871943,7.232738,2.3907594,-4.6514634,1.3393017,0.014666046,0.5919613,5.25,1.25,2.5,1.75,3.5,0.5,4.25,2.75,13.25,6.0,9.25,2.25,1.0,4.5,1.5,2.0,4.5,5.5,1.75,6.25,7.25,4.75,2.75,1.75,3.75,2.5,4.0,2.75,9.25,0.25,3.75,8.0,0.347,0.0,7.50432201081395,16.299071506789364,0.0
PTGES3,0.0,0.0,0.0,0.0,15.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,20.0,483.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.485747803,0.797,0.25,3.0,4.0,0.199481348,1.0,0.238777459,0.580760099,21.39496346,164.0,0.0425801,0.000209819,89.0,3.912162,3.3679806,7.651852,3.718837,-6.185,1.17624905,0.010250256,0.289148444,1.0,0.8,0.4,0.4,1.0,0.0,0.4,0.4,2.0,0.4,1.0,0.4,0.4,0.6,0.4,0.0,1.0,0.0,0.8,1.0,4.2,0.0,0.0,0.4,0.8,0.0,0.6,1.0,0.0,0.0,0.2,1.8,14.21,0.0,8.813400926092967,15.822986095359758,0.0
CPXCR1,0.0,3.0,1.0,0.0,119.0,15.0,0.0,0.0,0.0,1.0,1.0,3.0,135.0,128.0,906.0,0.103448276,0.086206897,0.0,0.810344828,0.0,1.0,0.0,0.0,0.924624965,1.442821822,0.304706897,0.0,6.714285714,7.428571429,0.583771162,1.0,0.051794686,0.205131182,10.16442301,442.7397812,-0.0187226,0.0,1.0,-0.086569344,2.6489973,1.9017143,0.4923636,-6.610625,9.281427,0.054151754,17.69473854,3.333333333,1.333333333,2.0,1.333333333,2.666666667,0.0,2.666666667,2.0,8.0,2.666666667,2.333333333,2.0,1.333333333,1.0,2.333333333,1.666666667,2.333333333,2.666666667,4.0,0.666666667,4.666666667,1.0,0.0,3.0,1.0,0.333333333,2.0,1.666666667,2.666666667,2.333333333,2.0,4.666666667,16.60603002,34.86341111,0.2423947247866445,1.1572347914832084,0.0
WDR83OS,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,321.0,0.25,0.125,0.0,0.625,0.0,1.0,0.0,0.0,1.0,0.467357877,0.566375,0.0,1.666666667,2.0,0.306184936,1.0,0.173160173,0.476803161,19.31298702,442.7397812,0.020143467,1.6e-06,2.0,3.6960714,1.9816458,9.453333,2.9628392,-2.9469231,0.1096634,0.054151754,17.69473854,0.0,0.0,0.4,0.0,0.0,0.4,0.6,0.0,3.0,1.2,2.8,0.0,0.0,0.4,0.0,0.2,1.2,0.6,0.6,0.8,4.0,2.8,0.0,0.4,0.4,0.0,0.8,1.2,0.6,0.0,0.0,2.4,16.60603002,34.86341111,5.534066538714128,11.633458723377652,0.0
TRIM29,5.0,0.0,0.0,0.0,145.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,149.0,133.0,1767.0,0.279069767,0.023255814,0.0,0.697674419,0.0,1.0,0.0,0.0,0.982856853,0.750782504,0.361255814,0.0,2.307692308,2.384615385,0.956022945,1.0,0.077651809,0.276092594,18.31210166,214.0,0.03097535,0.000203055,48.0,-2.2501688,3.819592,4.4641763,2.7918398,-11.3092065,3.799321,0.166377703,76.16551396,1.0,0.0,2.4,0.8,0.8,4.0,5.2,2.4,9.8,5.6,7.4,0.0,1.2,0.8,0.8,1.8,2.4,7.0,11.8,17.2,23.6,15.6,0.0,4.8,0.8,0.8,5.8,5.2,13.2,0.8,0.0,3.0,27.3,0.0,8.150444068619128,17.916859487840963,0.0
HIST1H4G,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,297.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.556527603,0.247571429,0.0,0.875,0.875,1.0,1.0,0.900090009,0.994833943,18.57374037,544.0,0.05680035,1.13e-06,4.0,3.6065117,2.648472,8.133818,3.2372378,-4.4258066,0.63451948,0.176851906,86.06209162,0.25,0.25,0.0,0.25,0.25,0.0,2.0,0.0,1.25,0.75,0.75,0.5,0.25,0.0,0.25,0.25,0.25,0.75,0.25,4.5,0.5,1.75,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2.0,21.66666667,1.803333333,0.009520779562443,0.007842203692163,0.0
SLC2A14,5.0,1.0,0.0,0.0,124.0,9.0,0.0,0.0,4.0,0.0,5.0,1.0,137.0,134.0,1563.0,0.28125,0.0,0.03125,0.6875,0.09375,0.951533902,0.0,0.0,0.957781953,1.307543834,0.2884375,0.0,2.2,2.3,0.730994152,0.159007791,0.655589124,0.33994137,17.1877725,305.0,0.01434583,0.0,1.0,3.7830796,2.3828143,7.090769,2.7341483,-4.1798767,0.6519192,0.054151754,17.69473854,1.8,1.2,1.2,1.2,0.8,2.4,4.0,1.4,7.6,6.6,5.8,1.4,1.2,1.8,0.8,1.6,0.0,7.6,4.0,11.8,3.4,11.6,0.0,3.2,1.0,0.2,1.8,5.8,7.6,1.8,0.4,6.0,5.098166667,66.09777617,3.6679086490312978,9.434967191402317,0.0
DBX2,1.0,0.0,0.0,0.0,75.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,85.0,80.0,1020.0,0.230769231,0.076923077,0.051282051,0.615384615,0.0,1.0,0.025641026,0.0,0.905352399,1.017876056,0.323435897,0.0,2.4,3.0,0.057448153,1.0,0.806451613,0.979928532,16.94936508,805.0,-0.01827758,0.0,0.0,0.8925595,1.4351754,3.566529,1.1744098,-5.9914894,1.4743507,0.054151754,17.69473854,0.8,0.4,1.2,0.0,0.2,0.2,3.4,1.4,4.0,0.4,2.0,0.0,0.0,0.2,0.0,1.0,0.8,2.4,1.2,1.4,4.2,5.8,0.4,0.2,0.2,0.6,1.6,0.4,6.6,0.2,0.4,1.0,4.96075,0.38130625,2.8053031798491928,8.655407956735422,0.0
COQ10B,0.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,35.0,717.0,0.333333333,0.222222222,0.0,0.444444444,0.0,1.0,0.0,0.0,0.929896694,0.436691903,0.518444444,0.0,1.0,1.5,0.209380235,1.0,0.735294118,0.961385809,19.37935615,428.0,0.02910156,0.0,1.0,0.9402817,0.36746594,2.6629167,0.39301533,-2.6547827,0.12972172,0.007612039,0.159451239,0.0,0.4,0.0,0.8,1.2,0.0,0.0,1.0,4.8,0.0,1.6,1.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.6,3.0,0.4,0.8,0.0,0.4,0.6,1.0,0.0,1.0,0.8,0.0,1.8,16.60603002,34.86341111,6.511744316157023,11.170332060493156,0.0
C12orf42,5.0,0.0,0.0,0.0,107.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,116.0,107.0,1083.0,0.137931034,0.034482759,0.0,0.793103448,0.0,1.0,0.0,0.0,0.972827327,1.593593926,0.30637931,0.034482759,4.6,5.0,0.475737393,1.0,0.00663,0.039887078,19.11744399,897.0,0.001887885,0.0,0.0,2.3712821,0.7877961,4.5698773,0.8654591,-2.6761971,0.24834697,0.054151754,17.69473854,1.5,1.5,0.5,1.25,2.5,1.75,4.5,0.5,10.5,3.0,9.25,0.5,0.0,1.0,0.75,0.75,2.25,2.75,6.5,5.0,2.0,7.5,1.25,0.5,1.0,0.5,0.5,2.5,8.25,1.0,0.75,8.0,1.2285,0.7626125,1.1521544673983142,4.0389573597197455,0.0
UBE2O,7.0,7.0,0.0,0.0,142.0,5.0,0.0,0.0,5.0,0.0,7.0,7.0,152.0,148.0,3879.0,0.318181818,0.03030303,0.0,0.621212121,0.0,1.0,0.015151515,0.015151515,0.983067487,0.585707876,0.417742424,0.0,1.863636364,2.045454545,0.860585198,1.0,0.048489551,0.195238664,20.42969482,183.0,0.02642801,0.000180122,45.0,2.341529,2.0670384,6.276095,1.995999,-4.7205128,1.4295714,0.054151754,17.69473854,0.0,0.5,1.75,0.75,2.25,5.5,9.5,0.25,8.25,6.0,13.0,0.0,0.0,0.0,0.5,3.5,2.5,7.25,7.0,15.25,14.5,13.25,0.75,2.75,0.75,0.25,1.0,6.25,10.5,2.0,0.0,3.5,27.9,0.0,6.992347265468866,12.533892135389918,0.0
SERPINB13,1.0,1.0,0.0,0.0,92.0,9.0,0.0,0.0,7.0,0.0,1.0,1.0,108.0,95.0,1176.0,0.227272727,0.136363636,0.0,0.613636364,0.090909091,0.93768595,0.022727273,0.0,0.868236848,1.332800636,0.328022727,0.0,2.454545455,3.090909091,0.273149413,0.068880011,0.714905634,0.197512205,17.53867926,339.0,0.02011384,8.46e-07,4.0,-0.10484307,1.3626137,4.3538462,0.9229623,-5.0262265,1.39527535,0.054151754,17.69473854,3.4,0.4,0.8,1.2,1.2,2.4,5.4,2.4,17.2,0.4,3.6,0.4,0.0,0.0,0.4,0.4,0.6,2.4,2.6,3.4,7.6,4.8,0.0,0.0,0.4,0.0,1.2,2.8,7.2,0.8,0.4,2.2,15.46666667,5.360033333,6.17990667641199,15.26994438465055,0.0
