geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,label
RAB42,10.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,13.0,27.0,657.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.63904,183.0,0.0248757,0.0,0.0,-1.5178432,0.4965765,1.5742857,0.16090276,-5.282174,0.66127973,0.043931002,5.311319865,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.333333333,0.0,2.333333333,0.333333333,1.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.666666667,0.0,0.333333333,0.666666667,16.60603002,34.86341111,3.967443606917971,9.800191013582504,0.0
IL17C,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,32.0,594.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.061600378,0.2966,0.0,1.2,1.2,1.0,1.0,0.145454545,0.425875148,19.61445356,189.0,0.04071483,0.0,0.0,-1.16969235,1.8945182,4.6477143,1.1759789,-7.9566665,1.9173171,0.054151754,17.69473854,0.0,0.0,0.4,0.2,0.0,0.4,1.0,0.4,0.2,0.0,2.4,0.0,0.2,0.0,0.4,0.2,0.0,1.0,2.6,3.2,0.8,2.0,0.0,0.8,0.0,0.2,1.0,1.0,0.2,0.0,0.0,1.2,16.60603002,34.86341111,1.861832733754952,7.5003457952018335,0.0
HOXA11,5.0,2.0,1.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,45.0,49.0,942.0,0.388888889,0.055555556,0.0,0.555555556,0.0,1.0,0.0,0.0,1.0,0.454381248,0.439777778,0.0,1.25,1.375,0.448430493,1.0,0.130890052,0.397041571,18.85411232,394.0,0.01323042,0.000104265,5.0,3.2115314,1.6593874,5.8557745,2.3618164,-1.482,0.087934267,0.043937854,5.313139149,0.4,0.6,0.4,0.0,0.6,0.6,0.8,0.6,3.0,2.2,2.0,0.4,0.2,0.0,0.0,0.6,0.8,1.2,1.0,2.8,1.6,2.6,0.0,0.0,0.0,0.0,1.0,1.6,1.4,0.4,1.6,1.8,16.60603002,34.86341111,4.908864672384062,11.388447735747086,0.0
C10orf53,0.0,0.0,0.0,0.0,36.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,39.0,474.0,0.210526316,0.052631579,0.0,0.631578947,0.0,1.0,0.052631579,0.0,0.941087216,1.580395501,0.280105263,0.052631579,2.4,3.0,0.485201359,1.0,0.715307582,0.954966126,19.31298702,442.7397812,0.020143467,0.0,0.0,-1.3352439,4.609706,6.2884904,2.0053703,-15.268277,6.5001816,0.054151754,17.69473854,2.8,0.6,1.0,1.6,2.8,1.2,0.6,1.0,8.0,5.4,4.0,1.8,1.2,0.6,0.0,0.6,1.2,4.0,3.6,2.8,5.0,1.2,0.0,1.2,1.0,0.8,0.6,5.2,10.4,3.0,0.0,12.6,2.8575,15.8428205,0.2454231520665132,2.043465316170222,0.0
MUC6,26.0,8.0,15.0,0.0,324.0,18.0,0.0,0.0,2.0,0.0,41.0,8.0,344.0,322.0,7320.0,0.308270677,0.052631579,0.007518797,0.578947368,0.030075188,0.983421152,0.045112782,0.007518797,0.926143998,1.553517605,0.244007519,0.0,1.833333333,2.19047619,0.265181649,0.042735043,0.927649573,0.167604762,20.44660275,466.0,0.04328988,0.0,0.0,-0.73516425,1.4723603,3.6045495,0.8817843,-7.1880065,1.6575646,0.054151754,17.69473854,1.2,4.8,1.8,0.0,9.8,8.8,32.0,6.6,23.4,3.6,20.2,0.0,0.0,4.2,1.8,6.2,4.2,19.0,19.4,22.6,25.8,24.4,0.6,4.2,1.8,4.2,3.0,18.8,14.8,2.4,0.6,18.6,7.369916667,23.64256417,7.515180517944708,19.410378468895484,0.0
GEM,1.0,1.0,1.0,0.0,75.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,82.0,79.0,891.0,0.28125,0.03125,0.03125,0.65625,0.0,1.0,0.0,0.0,0.9875,0.489657487,0.49409375,0.0,2.1,2.3,0.692520776,1.0,0.277546489,0.633296373,18.98390321,543.0,0.02396775,0.000273583,41.0,8.641758,3.2749817,11.996299,3.67467,-2.5694737,0.32525656,0.011752697,0.380178736,0.0,0.75,0.5,0.25,1.25,1.75,0.75,0.25,4.0,1.25,3.25,0.0,0.5,1.0,0.25,0.5,1.0,0.75,2.75,3.25,9.0,6.0,1.0,1.5,0.5,0.5,1.75,1.5,2.5,1.0,0.5,1.5,16.60603002,34.86341111,6.415820011442883,13.785880053971578,0.0
TACR1,5.0,1.0,1.0,0.0,83.0,7.0,0.0,0.0,4.0,0.0,6.0,1.0,94.0,94.0,1224.0,0.238095238,0.142857143,0.0,0.571428571,0.0,1.0,0.047619048,0.0,0.885198224,0.510380228,0.551071429,0.0,2.181818182,2.909090909,0.043049636,1.0,0.259000259,0.608890499,18.78566606,644.0,0.009217458,1.5e-06,2.0,3.7319094,0.9918179,5.6721475,1.1402846,-2.05,0.10802939,0.013143171,0.475729797,0.0,0.8,0.0,0.2,1.2,0.8,1.6,1.2,4.8,2.2,5.4,0.0,0.6,1.6,0.8,1.2,1.6,3.2,0.0,2.4,8.0,3.2,0.2,0.8,0.0,0.0,0.8,5.4,2.4,1.6,0.2,3.4,5.28425,12.74847025,3.9649052115102026,10.216183183480554,0.0
SEPW1,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,13.0,264.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,0.424117625,0.427,0.0,1.0,1.0,1.0,1.0,0.014251917,0.074834875,19.63115538,262.0,0.03606753,0.0,1.0,2.4904,0.53037736,4.867333,0.7434796,-1.075,0.022406946,0.005002603,0.068870783,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.4,1.2,0.4,0.0,0.0,0.0,0.8,0.2,0.8,0.0,1.2,2.0,1.2,3.6,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.8,10.42,0.0,8.247355253543978,15.651446406204236,0.0
LARS2,5.0,0.0,1.0,0.0,93.0,6.0,0.0,0.0,2.0,0.0,6.0,0.0,101.0,99.0,2712.0,0.192307692,0.115384615,0.038461538,0.653846154,0.0,1.0,0.0,0.0,0.918174595,0.843709905,0.466846154,0.0,2.833333333,3.5,0.172384072,1.0,0.565930956,0.888105939,18.74538251,363.0,0.03787314,0.000210161,7.0,-1.7731732,1.9028017,2.8837314,0.597291,-10.205946,3.188457,0.004957187,0.06761974,2.666666667,2.333333333,4.0,2.0,1.333333333,0.666666667,5.333333333,3.666666667,4.333333333,1.666666667,6.0,0.666666667,1.333333333,1.333333333,0.0,2.0,2.0,10.33333333,3.0,6.333333333,9.0,3.333333333,2.0,0.0,2.0,0.666666667,0.333333333,4.333333333,6.0,1.333333333,0.0,6.333333333,6.331,0.0,6.392846284713434,11.40102877198572,0.0
GPR89B,2.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,19.0,21.0,1368.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.31298702,442.7397812,0.020143467,7.28e-06,8.0,5.030465,1.2887706,6.324445,1.4313835,-1.6242856,0.054528285,0.054151754,17.69473854,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.5,1.5,0.5,2.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.5,1.0,0.0,0.5,3.0,25.0,0.0,3.1991024869574787,6.517300749218646,0.0
SAC3D1,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,1077.0,0.0,0.2,0.0,0.8,0.0,1.0,0.0,0.0,1.0,1.080206918,0.4884,0.0,4.0,5.0,0.052058931,1.0,0.226911731,0.563465892,21.63956108,207.0,0.04633121,3.84e-07,9.0,1.8740322,1.1517643,5.4745946,1.3447163,-3.4548,0.4146677,0.005399346,0.080232731,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,8.0,4.0,2.5,0.0,1.5,1.0,1.0,1.0,3.0,1.5,1.0,0.0,2.0,16.60603002,34.86341111,5.6785170749706895,11.33966742313737,0.0
FGF8,1.0,1.0,0.0,0.0,39.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,47.0,45.0,735.0,0.214285714,0.0,0.071428571,0.714285714,0.0,1.0,0.0,0.0,1.0,0.452974292,0.552642857,0.0,2.5,2.75,0.502512563,1.0,0.024604483,0.115759826,19.64081367,335.0,0.03672089,0.0,1.0,-0.4159406,0.9368904,2.6001723,0.35152424,-4.484186,1.4585516,0.015299187,0.64488535,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,3.0,1.25,0.5,0.0,0.0,0.0,0.5,0.75,0.0,0.5,0.5,3.75,5.5,2.5,0.0,0.0,0.0,0.5,0.5,0.75,1.5,0.75,0.0,4.25,10.03,0.0,1.877126808780766,8.926206536333233,0.0
DNAJB7,5.0,1.0,2.0,0.0,48.0,7.0,0.0,0.0,0.0,0.0,7.0,1.0,55.0,60.0,930.0,0.1875,0.0,0.0,0.8125,0.0,1.0,0.0,0.0,0.96875,1.109780253,0.2566875,0.0,3.25,3.25,1.0,1.0,0.195236236,0.51416341,19.31298702,442.7397812,0.020143467,0.0,2.0,0.65,3.181556,6.1887324,2.4510417,-6.769811,3.2461338,0.179765346,88.91936682,1.5,0.5,0.0,0.25,0.25,1.25,1.0,0.5,5.75,1.25,1.25,0.25,0.25,0.5,0.0,0.25,0.25,0.25,0.5,0.75,0.0,0.75,0.25,0.0,0.5,0.25,0.25,0.75,0.75,0.0,0.25,1.75,16.60603002,34.86341111,1.3980853125249046,2.2849254271339423,0.0
ARF3,1.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,15.0,16.0,546.0,0.666666667,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,1.0,0.288043771,0.177333333,0.0,0.4,0.4,1.0,1.0,0.868055556,0.990885037,20.72880821,214.0,0.05502223,7.16e-05,22.0,2.7554546,0.5465235,4.4333335,0.6142563,-1.7188888,0.1104266,0.007534326,0.15623125,0.0,0.0,0.5,0.0,0.25,1.25,0.5,0.0,1.25,0.75,0.25,0.5,0.0,0.0,0.25,0.0,0.5,0.75,3.25,0.5,3.25,0.25,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.25,2.25,16.60603002,34.86341111,8.65393067123819,15.31462305345728,0.0
11-Mar,3.0,1.0,0.0,0.0,89.0,5.0,1.0,0.0,4.0,0.0,3.0,1.0,99.0,100.0,1209.0,0.125,0.0,0.0625,0.75,0.0,1.0,0.0625,0.0,0.904842039,0.410558064,0.644645833,0.0,5.142857143,6.0,0.407830343,1.0,0.0,0.000125129,18.1866419,603.0,0.02696732,0.0,0.0,6.917882,4.889308,13.084264,5.4573707,-5.5989552,1.42746065,0.054151754,17.69473854,1.760707733,1.143165192,1.596748423,1.105022852,1.671491889,2.035466554,4.958482206,1.639325668,9.767604778,3.211991354,5.614129936,0.837957573,0.808910536,1.138566169,0.799658285,1.189861968,1.754617003,4.381175227,4.319535118,6.28797392,8.133730776,7.11154992,0.577571368,0.999461251,0.928524327,1.034212231,2.251830709,3.511968918,6.79395143,1.035221756,0.661555391,6.651389738,16.61967817,35.16991024,5.534066538714128,11.633458723377652,0.0
WFDC11,1.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,264.0,0.166666667,0.0,0.0,0.833333333,0.0,1.0,0.0,0.0,1.0,1.326736977,0.3715,0.0,2.5,2.5,1.0,1.0,0.042782579,0.177617194,19.48966924,438.0,0.01814057,0.0,0.0,5.0270967,1.7508438,6.864167,2.1129651,-1.2714285,0.056692807,0.054151754,17.69473854,0.0,0.0,0.25,0.0,0.0,0.25,0.75,0.0,3.25,1.0,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.75,0.0,0.5,0.0,0.0,0.25,0.0,1.0,0.5,0.0,5.5,0.5,0.5,0.0,16.60603002,34.86341111,0.0981802501572149,1.4131148629946444,0.0
MGEA5,2.0,0.0,1.0,0.0,106.0,11.0,1.0,0.0,4.0,2.0,3.0,0.0,124.0,112.0,2751.0,0.210526316,0.078947368,0.026315789,0.684210526,0.0,1.0,0.0,0.0,0.959883913,0.448149434,0.552921053,0.0,2.888888889,3.333333333,0.413907285,1.0,0.337268128,0.70383711,19.64081367,335.0,0.03672089,0.0001,28.0,-1.3161355,1.47457635,2.7109869,0.61177406,-7.499192,2.1812998,0.007752031,0.165376677,1.6,1.4,0.6,4.2,3.6,2.0,0.6,0.6,12.2,4.4,4.0,3.0,1.4,1.8,0.6,0.6,1.2,6.8,5.2,3.2,7.2,5.4,1.8,3.0,1.6,4.2,4.2,5.2,3.6,1.2,0.6,9.4,16.60603002,34.86341111,8.075423302913913,14.2784659043454,0.0
DPP9,1.0,3.0,0.0,0.0,112.0,6.0,0.0,0.0,4.0,0.0,1.0,3.0,122.0,111.0,2679.0,0.324324324,0.0,0.0,0.621621622,0.0,1.0,0.054054054,0.0,0.979247706,0.692247099,0.382648649,0.0,1.769230769,1.923076923,1.0,1.0,0.159795462,0.452838071,19.71439663,203.0,0.02908455,0.000161927,27.0,-1.5022089,1.0913063,2.68112,0.60012806,-5.7192743,1.23822,0.054151754,17.69473854,1.0,0.2,2.0,2.6,1.4,2.0,8.8,0.8,3.2,2.8,8.6,1.2,0.0,0.8,1.2,0.8,2.2,3.2,5.6,12.0,16.6,15.4,0.6,2.2,0.6,1.2,1.2,1.8,8.2,2.8,0.8,9.2,25.25,41.405,7.343632550668268,13.206122151841036,0.0
IL18RAP,10.0,0.0,0.0,0.0,163.0,12.0,0.0,0.0,3.0,1.0,10.0,0.0,179.0,164.0,1800.0,0.2,0.05,0.0125,0.6875,0.0375,0.985046338,0.0375,0.0,0.926279981,1.188386532,0.3159125,0.0125,3.235294118,3.764705882,0.397614314,0.574236274,0.213629566,0.380071312,17.81574978,671.0,0.003947608,0.0,1.0,2.7844355,0.8994358,4.592168,0.9264537,-3.2273255,0.34380832,0.054151754,17.69473854,3.0,2.75,1.75,1.0,4.25,2.25,2.5,3.0,19.0,2.75,5.25,1.25,0.5,1.0,2.25,2.75,2.0,8.5,4.0,1.5,13.25,3.0,1.5,2.75,0.25,1.75,2.0,1.25,9.5,1.0,0.0,12.0,0.641,0.0,3.03773167960948,6.946094876555375,0.0
KLHL23,1.0,0.0,0.0,0.0,90.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,101.0,94.0,1677.0,0.111111111,0.0,0.0,0.851851852,0.0,1.0,0.037037037,0.0,0.984421488,0.655576515,0.517851852,0.0,5.75,6.0,1.0,1.0,0.100080064,0.330442832,18.38488702,393.0,0.03471312,4.02e-05,12.0,2.2201538,0.8098999,4.076197,0.863879,-2.7526414,0.33299385,0.020788605,1.189661608,3.6,1.2,3.0,6.6,5.4,2.4,4.0,3.2,17.4,2.2,4.8,4.2,1.8,2.2,3.0,2.4,4.8,3.8,2.6,3.8,8.4,1.6,0.6,0.8,1.8,1.8,2.8,2.0,5.8,3.0,1.2,9.6,12.29,0.0,5.116491747412755,10.162160777984669,0.0
PTGFRN,1.0,1.0,0.0,0.0,137.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,144.0,128.0,2640.0,0.288461538,0.038461538,0.0,0.653846154,0.0,1.0,0.019230769,0.0,0.970464871,0.709297427,0.371326923,0.0,2.125,2.3125,0.64977258,1.0,0.193648335,0.511563027,19.53715165,540.0,0.02380476,2.44e-05,14.0,-1.3929432,1.399498,2.8881967,0.5479929,-9.306566,2.02025,0.064006996,11.2731857,2.333333333,1.666666667,2.0,0.666666667,6.0,4.333333333,12.0,2.666666667,10.0,1.333333333,6.666666667,1.666666667,0.666666667,0.0,1.333333333,3.666666667,5.333333333,4.666666667,5.666666667,13.0,13.66666667,18.0,0.0,2.0,0.666666667,3.666666667,1.333333333,5.666666667,7.333333333,0.666666667,0.0,7.333333333,22.932,152.432296,7.898064949286639,15.608862770671784,0.0
GYPA,0.0,0.0,0.0,0.0,47.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,51.0,453.0,0.428571429,0.0,0.0,0.571428571,0.0,1.0,0.0,0.0,0.962478638,1.917564765,0.068142857,0.0,1.142857143,1.142857143,1.0,1.0,0.946969697,0.998568357,17.00152365,1033.0,-0.007744088,1.25e-07,2.0,-1.816,1.0370225,1.6126866,0.3137061,-7.158372,1.7186143,0.054151754,17.69473854,0.6,0.4,0.0,1.0,0.2,0.8,1.6,0.8,6.4,0.0,1.8,0.4,0.8,2.0,0.0,0.8,0.8,0.0,2.0,0.0,4.4,2.0,0.0,0.4,0.6,0.4,1.2,1.2,4.0,0.2,0.8,5.2,4.028,57.577744,0.931934407470332,5.239151605986463,0.0
CCDC106,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,65.0,57.0,843.0,0.071428571,0.0,0.0,0.928571429,0.0,1.0,0.0,0.0,0.924957276,0.832155736,0.253642857,0.0,6.5,6.5,1.0,1.0,0.661375661,0.934810369,20.03912522,254.0,-0.009538264,2.34e-05,18.0,-0.8592683,1.0565614,2.968276,0.77820057,-4.2746153,1.0697504,0.054151754,17.69473854,1.2,0.0,0.8,0.0,0.0,5.2,3.8,0.6,5.4,2.0,7.0,0.0,0.4,2.6,0.0,1.2,1.4,5.0,8.2,8.6,7.8,16.6,0.0,1.4,0.0,0.8,0.2,6.8,12.0,0.2,0.0,1.6,0.39,0.0,6.024795573859951,11.563892380885656,0.0
ATRNL1,18.0,2.0,1.0,0.0,300.0,44.0,0.0,0.0,16.0,0.0,19.0,2.0,360.0,316.0,4140.0,0.248322148,0.080536913,0.026845638,0.644295302,0.020134228,0.992478305,0.0,0.0,0.924924995,0.47089129,0.546785235,0.0,2.526315789,2.947368421,0.198649186,0.79529641,0.139159477,0.354283753,15.46608985,1002.0,-0.01973586,0.0,1.0,-1.974303,1.9928465,3.5594307,0.7026583,-10.072,2.7819624,0.02102267,1.217132124,7.2,6.6,8.8,10.6,14.6,5.8,12.0,10.6,34.2,10.8,21.0,9.0,2.4,4.4,4.2,4.2,7.6,23.2,7.6,7.0,19.2,7.0,6.8,2.2,6.4,3.0,12.4,12.8,25.4,8.4,4.8,22.0,23.78,208.8968,4.935320570164149,11.869652985752808,0.0
RFPL3,0.0,0.0,1.0,0.0,87.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,92.0,88.0,954.0,0.285714286,0.0,0.0,0.714285714,0.0,1.0,0.0,0.0,1.0,1.759528745,0.140857143,0.0,1.666666667,1.666666667,1.0,1.0,0.496277916,0.84397975,18.65768968,556.0,-0.01567549,0.000210183,7.0,0.3957219,1.9369291,5.2734863,1.401023,-6.4206414,1.9062782,0.154108161,65.34816885,0.6,0.8,1.6,0.2,2.6,1.8,4.0,1.4,10.0,2.4,3.4,0.4,1.6,0.8,1.0,0.0,0.6,0.8,3.0,1.4,4.4,2.8,0.4,1.4,1.8,0.0,3.0,0.8,5.2,0.4,0.0,3.0,16.60603002,34.86341111,0.4888489887648182,1.679032201093197,0.0
THNSL1,1.0,0.0,0.0,0.0,108.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,122.0,99.0,2232.0,0.090909091,0.090909091,0.0,0.818181818,0.0,1.0,0.0,0.0,0.959421577,1.082179332,0.461939394,0.0,6.75,7.5,0.651465798,1.0,0.383729854,0.751272632,17.26764808,417.0,-0.009563702,4.58e-06,6.0,-0.50071133,1.6968407,3.3594776,0.92900805,-5.4270476,2.2580804,0.054151754,17.69473854,3.0,0.666666667,1.666666667,3.333333333,1.666666667,1.0,1.666666667,2.0,10.66666667,1.666666667,3.0,1.333333333,0.666666667,0.666666667,0.333333333,0.666666667,0.333333333,2.0,1.666666667,3.0,6.666666667,2.0,1.0,0.0,0.333333333,1.666666667,1.333333333,2.333333333,2.333333333,1.333333333,2.333333333,3.333333333,16.60603002,34.86341111,5.622913403285285,10.351639571553198,0.0
MAP4K3,5.0,2.0,0.0,0.0,136.0,20.0,0.0,0.0,9.0,0.0,5.0,2.0,165.0,154.0,2685.0,0.180327869,0.131147541,0.016393443,0.62295082,0.0,1.0,0.049180328,0.0,0.881087547,0.426481024,0.570901639,0.0,3.166666667,4.166666667,0.121876904,1.0,0.520833333,0.860586034,18.46983416,435.0,0.009990252,2.68e-06,7.0,2.5990577,1.1169025,4.9822316,1.0256229,-4.03,0.7813121,0.008899493,0.217936796,9.2,3.2,2.0,5.8,2.4,2.6,5.4,1.2,19.0,2.8,8.8,2.4,1.6,3.0,3.4,3.4,0.8,3.6,5.0,4.2,12.4,5.2,2.4,2.2,1.6,3.4,3.8,1.8,9.6,4.2,5.8,12.4,29.1,0.0,6.651882589644343,11.852578310894115,0.0
GAB1,3.0,6.0,0.0,0.0,103.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,112.0,102.0,2175.0,0.24137931,0.0,0.0,0.724137931,0.0,1.0,0.034482759,0.0,1.0,0.624717488,0.41962069,0.0,2.625,2.75,1.0,1.0,0.457665904,0.815384819,17.48241881,699.0,0.0177515,5.03e-05,24.0,-2.6500855,1.0694645,1.6610146,0.21642672,-8.847292,1.6528161,0.045124208,5.602805117,1.8,2.0,0.0,1.8,1.2,0.8,5.2,1.4,6.8,3.4,3.4,1.0,1.8,1.8,0.4,1.4,1.2,5.0,3.4,1.0,9.8,0.8,1.0,0.0,0.4,1.0,1.2,1.2,3.0,0.4,0.8,4.6,27.35,26.645,6.480172613054708,12.497666324633173,0.0
SPOP,3.0,2.0,1.0,0.0,161.0,6.0,0.0,0.0,3.0,0.0,4.0,3.0,169.0,166.0,1125.0,0.038961039,0.051948052,0.025974026,0.844155844,0.402597403,0.756392338,0.012987013,0.025974026,0.736784555,0.28280762,0.791818182,0.0,16.25,18.5,0.42158516,0.0,1e-05,2.4e-09,19.84831989,348.0,0.02784885,0.000142404,33.0,1.4607649,1.5907824,4.161681,1.7554624,-3.7178513,0.8755791,0.012247299,0.412861046,0.8,1.2,0.6,6.8,0.2,0.8,2.0,0.6,9.4,1.4,2.0,4.0,1.2,0.8,0.8,0.6,5.2,3.2,3.0,3.8,4.4,3.2,1.0,0.8,6.0,0.0,1.4,1.2,6.2,2.0,1.6,10.2,21.99212963,9.593051323,7.132605789118904,12.634546648524324,0.0
CYP11A1,2.0,1.0,0.0,0.0,94.0,13.0,0.0,0.0,2.0,0.0,2.0,1.0,109.0,103.0,1566.0,0.291666667,0.041666667,0.0,0.604166667,0.0,1.0,0.0625,0.0,0.934311554,1.134803394,0.344125,0.0,1.933333333,2.266666667,0.630119723,1.0,0.39793076,0.764614906,19.28997293,222.0,0.04632301,1.92e-06,4.0,1.2229954,1.5747791,5.1750723,1.1746448,-5.680633,1.5387229,0.167758241,77.43615734,1.8,0.4,2.4,0.8,0.4,2.8,8.8,3.2,14.6,3.0,10.2,1.6,0.0,0.4,0.8,1.2,5.2,11.6,4.0,6.8,9.6,7.0,0.0,1.8,2.4,0.8,0.8,5.4,10.6,0.0,0.0,4.0,10.65,0.0,5.96754406529401,17.043324750978037,0.0
CISD3,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,384.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.522560236,0.121,0.0,0.5,0.5,1.0,1.0,0.826446281,0.983983768,19.31298702,442.7397812,0.020143467,0.0,0.0,-0.252353,2.820546,5.1,1.6752452,-13.098,3.7531957,0.054151754,17.69473854,0.0,0.0,1.0,0.333333333,0.0,0.333333333,0.666666667,0.333333333,1.666666667,0.666666667,0.666666667,0.0,0.0,0.0,0.333333333,0.333333333,1.333333333,1.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0.0,0.0,0.333333333,0.333333333,1.0,0.0,0.333333333,0.0,0.0,16.60603002,34.86341111,7.020148993148471,13.703630290526622,0.0
NOP9,5.0,0.0,1.0,1.0,62.0,7.0,0.0,0.0,2.0,0.0,6.0,1.0,71.0,74.0,1911.0,0.368421053,0.026315789,0.0,0.5,0.0,1.0,0.026315789,0.078947368,0.956098522,0.726490212,0.343078947,0.0,1.266666667,1.6,0.836820084,1.0,0.805152979,0.979648135,19.80359195,220.0,0.03817384,1.9e-05,17.0,0.67597404,2.154953,4.937526,2.0926245,-6.57614,1.4503885,0.054151754,17.69473854,0.4,0.4,1.0,2.0,2.8,2.4,0.4,1.8,6.0,1.8,6.6,1.4,1.2,0.6,0.0,0.2,3.4,3.4,3.6,4.0,3.2,9.6,0.6,0.4,0.8,1.0,3.2,3.0,5.6,1.0,0.0,4.2,12.91158333,4.994753083,5.534066538714128,11.633458723377652,0.0
KBTBD13,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,1377.0,0.25,0.0,0.0,0.625,0.0,1.0,0.125,0.0,1.0,0.85841355,0.310125,0.0,1.666666667,2.0,1.0,1.0,0.676132522,0.940747927,19.39282784,189.0,0.04449525,0.0,1.0,0.6752083,1.0616132,4.2163637,0.6810553,-7.1153335,1.0614315,0.054151754,17.69473854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,3.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,16.60603002,34.86341111,0.2331988245633828,1.549433105776412,0.0
MAPK1,0.0,0.0,1.0,0.0,63.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,68.0,68.0,1083.0,0.21875,0.03125,0.0,0.75,0.21875,0.821413621,0.0,0.0,0.864678222,0.265336909,0.5953125,0.0,3.0,3.125,0.77579519,0.00014,0.00449,9.6e-06,18.80541578,299.0,0.04744865,0.002170908,214.0,2.3079544,1.9254293,7.619028,2.0754162,-4.0653333,1.0202712,0.008590018,0.203055157,1.75,0.5,0.75,1.0,0.5,0.5,3.0,0.5,7.75,0.25,1.0,1.75,1.0,0.0,0.0,0.5,0.25,1.25,2.0,0.5,13.25,2.5,1.25,0.0,0.0,3.25,1.0,0.5,2.25,0.75,0.0,3.75,32.0,0.0,8.111326326990286,14.658922553938876,0.0
MRPS16,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,414.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.462122928,0.23875,0.0,0.666666667,0.666666667,1.0,1.0,0.807102502,0.980068283,19.6622972,249.0,0.04443693,4.85e-05,24.0,-0.25705881,0.072344596,0.938,0.039518846,-1.9642858,0.075833953,0.007549465,0.156845044,1.6,0.4,0.4,0.6,0.0,0.0,1.4,0.0,4.2,0.0,1.2,1.2,0.0,1.0,0.0,0.2,1.4,1.2,0.6,0.4,3.0,2.4,0.0,0.4,0.0,0.0,0.4,1.4,0.6,0.0,0.0,0.8,16.60603002,34.86341111,7.566891351117596,13.365570987360329,0.0
