Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum
MIR622,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12
MIR633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,14
MIR646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19
MIR651,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4
MIR654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10
MIR655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17
MIR656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,17
MIR663A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3
MIR663B,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,21
MIR665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,10
MIR670,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2
MIR670HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3
MIR7-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8
MIR7-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,12
MIR7-3HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,14
MIR720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,11
MIR758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,0.0,16
MIR759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2
MIR770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10
MIR802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13
MIR873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8
MIR876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7
MIR888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11
MIR889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6
MIR890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19
MIR891A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,15
MIR891B,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18
MIR892A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11
MIR892B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9
MIR9-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5
MIR920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,10
MIR92A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3
MIR99A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14
MIR99B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4
MIRLET7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6
MIRLET7A2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8
MIRLET7C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9
MIRLET7D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
MIRLET7E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5
MIRLET7F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5
MIS12,0.0,34.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,5.0,0.0,0.0,11.0,3.0,0.0,54.0,0.0,59
MIS18A,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,63.0,0.0,54
MIS18BP1,0.0,5.0,0.0,5.0,23.0,2.0,0.0,0.0,1.0,162.0,14.0,0.0,0.0,39.0,3.0,0.0,24.0,2.0,0.0,228.0,0.0,191
MISP,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,145.0,4.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,0.0,217.0,0.0,182
MITD1,0.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,41.0,3.0,0.0,0.0,6.0,2.0,0.0,3.0,1.0,0.0,59.0,0.0,57
MITF,0.0,63.0,0.0,3.0,1.0,2.0,1.0,0.0,18.0,99.0,8.0,0.0,0.0,43.0,2.0,1.0,11.0,6.0,0.0,224.0,0.0,191
MIXL1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,33
MKI67,0.0,10.0,0.0,4.0,23.0,4.0,5.0,1.0,0.0,606.0,52.0,0.0,0.0,220.0,2.0,0.0,28.0,5.0,0.0,894.0,0.0,558
MKKS,0.0,3.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,63.0,3.0,0.0,0.0,28.0,1.0,0.0,2.0,3.0,0.0,110.0,0.0,95
MKL1,0.0,9.0,0.0,5.0,18.0,5.0,1.0,2.0,12.0,145.0,8.0,0.0,0.0,61.0,2.0,0.0,19.0,7.0,0.0,242.0,0.0,210
MKL2,0.0,3.0,0.0,6.0,17.0,2.0,1.0,0.0,58.0,133.0,11.0,0.0,0.0,58.0,2.0,0.0,22.0,4.0,0.0,265.0,0.0,229
MKLN1,0.0,42.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,96.0,18.0,0.0,0.0,24.0,3.0,0.0,17.0,1.0,0.0,180.0,0.0,157
MKNK1,0.0,19.0,0.0,10.0,3.0,0.0,1.0,0.0,20.0,62.0,0.0,0.0,0.0,23.0,2.0,0.0,4.0,0.0,0.0,136.0,0.0,114
MKNK2,0.0,70.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,46.0,3.0,0.0,0.0,28.0,5.0,0.0,22.0,4.0,0.0,138.0,0.0,135
MKRN1,0.0,25.0,0.0,1.0,3.0,0.0,0.0,0.0,12.0,47.0,5.0,0.0,0.0,28.0,2.0,0.0,8.0,4.0,0.0,111.0,0.0,107
MKRN2,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,56.0,4.0,0.0,0.0,20.0,2.0,0.0,0.0,3.0,0.0,101.0,0.0,87
MKRN3,0.0,49.0,0.0,12.0,7.0,8.0,1.0,0.0,0.0,242.0,10.0,0.0,0.0,76.0,1.0,3.0,17.0,11.0,0.0,381.0,0.0,326
MKS1,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,89.0,7.0,0.0,0.0,42.0,5.0,0.0,3.0,0.0,0.0,151.0,0.0,134
MKX,0.0,44.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,107.0,6.0,0.0,0.0,40.0,1.0,0.0,9.0,2.0,0.0,193.0,0.0,160
MLANA,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,39.0,0.0,36
MLC1,0.0,12.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,57.0,2.0,0.0,0.0,39.0,1.0,0.0,4.0,0.0,0.0,113.0,0.0,109
MLEC,0.0,34.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,46.0,5.0,0.0,0.0,13.0,1.0,0.0,5.0,2.0,0.0,96.0,0.0,88
MLF1,0.0,10.0,12.0,10.0,7.0,1.0,0.0,0.0,9.0,50.0,11.0,0.0,0.0,11.0,1.0,0.0,7.0,1.0,0.0,114.0,0.0,103
MLF2,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,44.0,5.0,2.0,0.0,11.0,2.0,0.0,2.0,1.0,0.0,69.0,0.0,64
MLH1,0.0,13.0,0.0,4.0,10.0,5.0,3.0,0.0,5.0,110.0,28.0,1.0,0.0,39.0,11.0,0.0,14.0,5.0,0.0,210.0,0.0,181
MLH3,0.0,10.0,0.0,1.0,21.0,5.0,2.0,0.0,0.0,179.0,21.0,0.0,0.0,44.0,2.0,0.0,23.0,5.0,0.0,257.0,0.0,221
MLIP,0.0,10.0,0.0,25.0,6.0,1.0,0.0,0.0,48.0,114.0,10.0,1.0,0.0,66.0,5.0,0.0,7.0,2.0,0.0,277.0,0.0,213
MLK4,0.0,15.0,0.0,0.0,9.0,4.0,1.0,0.0,25.0,220.0,29.0,0.0,0.0,85.0,1.0,0.0,23.0,5.0,0.0,361.0,0.0,293
MLKL,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,67.0,5.0,0.0,0.0,35.0,5.0,0.0,5.0,2.0,0.0,124.0,0.0,111
MLLT1,22.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,91.0,3.0,0.0,0.0,49.0,0.0,0.0,11.0,2.0,0.0,162.0,0.0,139
MLLT10,0.0,22.0,0.0,2.0,9.0,2.0,2.0,0.0,18.0,145.0,15.0,0.0,0.0,42.0,9.0,0.0,13.0,2.0,0.0,251.0,0.0,221
MLLT11,0.0,27.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,44.0,0.0,48
MLLT3,0.0,15.0,0.0,33.0,5.0,0.0,1.0,0.0,14.0,84.0,6.0,0.0,0.0,41.0,2.0,0.0,20.0,6.0,0.0,175.0,0.0,171
MLLT4,19.0,14.0,74.0,0.0,17.0,3.0,4.0,0.0,1.0,274.0,52.0,1.0,0.0,84.0,12.0,0.0,27.0,3.0,0.0,525.0,0.0,397
MLLT6,0.0,33.0,0.0,2.0,11.0,2.0,4.0,0.0,16.0,122.0,12.0,0.0,0.0,70.0,3.0,0.0,17.0,3.0,0.0,255.0,0.0,224
MLN,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,40
MLNR,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,86.0,0.0,74
MLPH,0.0,25.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,90.0,4.0,0.0,0.0,47.0,1.0,0.0,0.0,2.0,0.0,171.0,0.0,147
MLST8,0.0,19.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,47.0,3.0,0.0,0.0,21.0,2.0,2.0,3.0,1.0,0.0,107.0,0.0,96
MLTK,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,85.0,112.0,7.0,0.0,0.0,29.0,1.0,1.0,11.0,5.0,0.0,230.0,0.0,197
MLX,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,11.0,2.0,0.0,2.0,0.0,0.0,84.0,0.0,80
MLXIP,0.0,20.0,0.0,0.0,8.0,1.0,0.0,0.0,11.0,106.0,3.0,0.0,0.0,56.0,1.0,0.0,10.0,2.0,0.0,194.0,0.0,166
MLXIPL,0.0,15.0,0.0,0.0,3.0,2.0,1.0,0.0,33.0,125.0,7.0,0.0,0.0,46.0,4.0,0.0,5.0,4.0,0.0,227.0,0.0,202
MLYCD,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,34.0,1.0,0.0,3.0,1.0,0.0,84.0,0.0,74
MMAA,0.0,7.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,64.0,12.0,0.0,0.0,23.0,1.0,0.0,3.0,0.0,0.0,113.0,0.0,101
MMAB,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,69.0,0.0,63
MMACHC,0.0,4.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,17.0,1.0,0.0,4.0,0.0,0.0,82.0,0.0,77
MMADHC,0.0,11.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,37.0,4.0,0.0,0.0,12.0,3.0,0.0,5.0,2.0,0.0,73.0,0.0,71
MMD,0.0,26.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,16.0,1.0,0.0,1.0,2.0,0.0,92.0,0.0,70
MMD2,0.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,69.0,2.0,0.0,0.0,21.0,4.0,0.0,2.0,0.0,0.0,117.0,0.0,105
MME,0.0,29.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,226.0,15.0,0.0,0.0,83.0,16.0,0.0,5.0,4.0,0.0,371.0,0.0,296
MMEL1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,129.0,16.0,0.0,0.0,68.0,8.0,0.0,4.0,0.0,0.0,223.0,0.0,206
MMGT1,0.0,51.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,9.0,3.0,0.0,6.0,7.0,0.0,98.0,0.0,90
MMP1,0.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,90.0,6.0,0.0,0.0,35.0,1.0,0.0,1.0,0.0,0.0,151.0,0.0,128
MMP10,0.0,20.0,0.0,1.0,10.0,3.0,0.0,0.0,2.0,100.0,14.0,0.0,0.0,20.0,5.0,0.0,10.0,3.0,0.0,162.0,0.0,155
MMP11,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,69.0,3.0,1.0,0.0,29.0,1.0,0.0,5.0,0.0,0.0,108.0,0.0,98
MMP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,190.0,0.0,5.0,0.0,9.0,7.0,0.0,183.0,0.0,164
MMP13,0.0,13.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,123.0,9.0,0.0,0.0,49.0,1.0,0.0,6.0,1.0,0.0,198.0,0.0,176
MMP14,0.0,12.0,0.0,4.0,2.0,0.0,4.0,0.0,1.0,82.0,5.0,0.0,0.0,54.0,1.0,0.0,7.0,0.0,0.0,158.0,0.0,136
MMP15,0.0,16.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,101.0,4.0,0.0,0.0,41.0,0.0,0.0,2.0,3.0,0.0,163.0,0.0,134
MMP16,0.0,140.0,0.0,30.0,10.0,3.0,0.0,0.0,34.0,267.0,21.0,1.0,0.0,103.0,8.0,0.0,30.0,9.0,0.0,578.0,0.0,437
MMP17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,118.0,1.0,0.0,0.0,53.0,4.0,0.0,0.0,0.0,0.0,189.0,0.0,155
MMP19,0.0,15.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,109.0,7.0,0.0,0.0,45.0,2.0,0.0,4.0,2.0,0.0,186.0,0.0,152
MMP2,0.0,20.0,0.0,1.0,6.0,0.0,1.0,0.0,9.0,146.0,12.0,0.0,0.0,89.0,0.0,0.0,7.0,0.0,0.0,277.0,0.0,229
MMP20,0.0,14.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,88.0,3.0,0.0,0.0,74.0,2.0,1.0,5.0,3.0,0.0,185.0,0.0,142
MMP21,0.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,82.0,11.0,0.0,0.0,34.0,1.0,0.0,4.0,3.0,0.0,139.0,0.0,122
MMP23B,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,10
MMP24,0.0,14.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,77.0,4.0,0.0,0.0,46.0,0.0,0.0,5.0,1.0,0.0,140.0,0.0,125
MMP25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,62.0,5.0,0.0,0.0,37.0,4.0,0.0,4.0,0.0,0.0,114.0,0.0,108
MMP26,0.0,10.0,0.0,11.0,4.0,0.0,0.0,0.0,7.0,89.0,9.0,0.0,0.0,50.0,2.0,0.0,4.0,0.0,0.0,178.0,0.0,143
MMP27,0.0,9.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,101.0,7.0,0.0,0.0,29.0,1.0,0.0,5.0,1.0,0.0,150.0,0.0,139
MMP28,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,39.0,0.0,38
MMP3,17.0,13.0,0.0,1.0,13.0,1.0,0.0,0.0,6.0,116.0,5.0,0.0,0.0,50.0,5.0,0.0,13.0,1.0,0.0,213.0,0.0,173
MMP7,0.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,14.0,0.0,2.0,4.0,0.0,0.0,66.0,0.0,63
MMP8,0.0,14.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,90.0,3.0,0.0,0.0,31.0,2.0,1.0,2.0,0.0,0.0,154.0,0.0,127
MMP9,0.0,9.0,0.0,0.0,8.0,5.0,0.0,0.0,1.0,158.0,4.0,0.0,0.0,75.0,4.0,0.0,9.0,5.0,0.0,250.0,0.0,208
MMRN1,0.0,10.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,292.0,26.0,0.0,0.0,103.0,1.0,1.0,9.0,2.0,0.0,439.0,0.0,324
MMRN2,0.0,10.0,0.0,9.0,1.0,1.0,1.0,0.0,0.0,116.0,5.0,0.0,0.0,54.0,3.0,0.0,4.0,1.0,0.0,195.0,0.0,172
MMS19,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,88.0,5.0,0.0,0.0,29.0,1.0,0.0,4.0,1.0,0.0,128.0,0.0,114
MMS22L,0.0,11.0,0.0,4.0,9.0,0.0,1.0,0.0,1.0,196.0,19.0,0.0,0.0,57.0,4.0,0.0,10.0,0.0,0.0,292.0,0.0,247
MN1,0.0,27.0,0.0,3.0,21.0,0.0,1.0,0.0,0.0,174.0,7.0,0.0,0.0,86.0,0.0,0.0,24.0,1.0,0.0,294.0,0.0,238
MNAT1,0.0,7.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,34.0,6.0,0.0,0.0,13.0,1.0,0.0,3.0,1.0,0.0,71.0,0.0,63
MND1,0.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,42.0,7.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,65.0,0.0,59
MNDA,0.0,18.0,0.0,3.0,4.0,4.0,0.0,0.0,2.0,199.0,12.0,2.0,0.0,62.0,3.0,0.0,7.0,5.0,0.0,297.0,0.0,252
MNS1,0.0,3.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,55.0,17.0,0.0,0.0,14.0,4.0,0.0,7.0,0.0,0.0,97.0,0.0,89
MNT,0.0,27.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,59.0,4.0,0.0,0.0,24.0,2.0,0.0,9.0,1.0,0.0,112.0,0.0,104
MNX1,0.0,5.0,7.0,7.0,2.0,2.0,0.0,0.0,6.0,39.0,0.0,0.0,0.0,19.0,3.0,0.0,2.0,2.0,0.0,86.0,0.0,81
MOAP1,0.0,11.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,51.0,6.0,0.0,0.0,14.0,0.0,1.0,5.0,1.0,0.0,87.0,0.0,83
MOB1A,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,37
MOB1B,26.0,15.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,20.0,8.0,1.0,0.0,13.0,3.0,0.0,7.0,1.0,0.0,88.0,0.0,82
MOB2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,5.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,62.0,0.0,58
MOB3A,0.0,17.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,81.0,0.0,71
MOB3B,0.0,24.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,19.0,1.0,0.0,2.0,1.0,0.0,88.0,0.0,79
MOB3C,0.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,54.0,0.0,1.0,0.0,22.0,0.0,3.0,3.0,1.0,0.0,101.0,0.0,89
MOB4,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,19.0,0.0,17
MOBP,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,53.0,0.0,48
MOCOS,0.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,128.0,4.0,0.0,0.0,57.0,2.0,0.0,4.0,2.0,0.0,200.0,0.0,168
MOCS1,0.0,79.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,40.0,1.0,1.0,4.0,1.0,0.0,208.0,0.0,170
MOCS2,0.0,14.0,0.0,17.0,8.0,5.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,12.0,2.0,0.0,10.0,5.0,0.0,73.0,0.0,79
MOCS3,0.0,42.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,71.0,4.0,0.0,0.0,41.0,0.0,1.0,3.0,2.0,0.0,164.0,0.0,137
MOG,2.0,21.0,13.0,0.0,3.0,0.0,0.0,0.0,57.0,61.0,11.0,0.0,0.0,21.0,3.0,0.0,5.0,1.0,0.0,186.0,0.0,148
MOGAT1,0.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,48.0,9.0,0.0,0.0,12.0,1.0,0.0,3.0,3.0,0.0,74.0,0.0,72
MOGAT2,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,16.0,76.0,8.0,0.0,0.0,39.0,3.0,0.0,3.0,0.0,0.0,144.0,0.0,126
MOGAT3,0.0,30.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,85.0,2.0,1.0,0.0,51.0,1.0,1.0,4.0,0.0,0.0,174.0,0.0,153
MOGS,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,125.0,5.0,0.0,0.0,40.0,0.0,0.0,7.0,0.0,0.0,190.0,0.0,163
MOK,4.0,16.0,0.0,6.0,1.0,1.0,0.0,0.0,14.0,48.0,3.0,0.0,0.0,29.0,0.0,0.0,3.0,1.0,0.0,118.0,0.0,112
MON1A,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,60.0,3.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,0.0,105.0,0.0,97
MON1B,0.0,25.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,104.0,6.0,0.0,0.0,35.0,0.0,0.0,6.0,2.0,0.0,169.0,0.0,145
MON2,0.0,17.0,0.0,9.0,13.0,4.0,1.0,0.0,19.0,224.0,32.0,0.0,0.0,68.0,6.0,0.0,16.0,5.0,0.0,372.0,0.0,285
MORC1,0.0,25.0,0.0,10.0,23.0,4.0,0.0,0.0,6.0,350.0,28.0,0.0,0.0,138.0,24.0,0.0,27.0,6.0,0.0,575.0,0.0,427
MORC2,16.0,26.0,11.0,19.0,3.0,1.0,0.0,0.0,2.0,143.0,8.0,0.0,0.0,47.0,1.0,0.0,18.0,2.0,0.0,257.0,0.0,213
